Disclosure Date,Project Number,Project Name,Project URL,Country,IFC Country Code,IFC Region,Business Line,Estimated Total Budget ($),Department,Status,IFC Approval Date,Projected Start Date,WB Country Code,As of Date
"Dec 09, 2021",606654,PNG Small Grids IPP,https://disclosures.ifc.org/project-detail/AS/606654/png-small-grids-ipp,Papua New Guinea,PAP,East Asia and the Pacific,Transaction Advisory,1134874,,Active,"Nov 29, 2021","Dec 01, 2021",PG,"October 11, 2022 02:11 AM"
"Dec 09, 2021",604508,TechEmerge Sustainable Cooling Cities LAC,https://disclosures.ifc.org/project-detail/AS/604508/techemerge-sustainable-cooling-cities-lac,Mexico,MXC,Latin America and the Caribbean,Other,2990000,,Active,"Jun 30, 2020","Jul 01, 2020",MX,"October 11, 2022 02:11 AM"
"Dec 07, 2021",605712,TechEmerge Hospitality Pilot,https://disclosures.ifc.org/project-detail/AS/605712/techemerge-hospitality-pilot,India,IND,South Asia,Other,900000,,Active,"Nov 03, 2020","Jan 01, 2021",IN,"October 11, 2022 02:11 AM"
"Dec 03, 2021",603201,Kyrgyz Airport PPP,https://disclosures.ifc.org/project-detail/AS/603201/kyrgyz-airport-ppp,Kyrgyz Republic,KGZ,Global,Transaction Advisory,2377420,,Active,"Aug 02, 2020","Jul 01, 2020",KG,"October 11, 2022 02:11 AM"
"Dec 02, 2021",606333,Tasiast Advisory and TA,https://disclosures.ifc.org/project-detail/AS/606333/tasiast-advisory-and-ta,Mauritania,MTA,Africa,Infrastructure,500760,,Active,"Nov 16, 2021","Nov 01, 2021",MR,"October 11, 2022 02:11 AM"
"Nov 30, 2021",604518,ENDA Tamweel Capacity Building & DFS,https://disclosures.ifc.org/project-detail/AS/604518/enda-tamweel-capacity-building-&-dfs,Tunisia,TUN,Africa,Financial Institutions Group,720046,,Active,"Jun 30, 2020","Mar 01, 2021",TN,"October 11, 2022 02:11 AM"
"Nov 30, 2021",605438,Morocco SCF National Strategy,https://disclosures.ifc.org/project-detail/AS/605438/morocco-scf-national-strategy,Morocco,MYC,Africa,Financial Institutions Group,300000,,Active,"Jun 16, 2021","Sep 01, 2021",MA,"October 11, 2022 02:11 AM"
"Nov 25, 2021",605460,Attawfik Micro-finance,https://disclosures.ifc.org/project-detail/AS/605460/attawfik-micro-finance,Morocco,MYC,Africa,Financial Institutions Group,351024,,Active,,"Jun 30, 2023",MA,"October 11, 2022 02:11 AM"
"Nov 24, 2021",605151,Egypt Resource Efficiency and Low Carbon Project,https://disclosures.ifc.org/project-detail/AS/605151/egypt-resource-efficiency-and-low-carbon-project,"Egypt, Arab Republic of",EGT,Africa,"Manufacturing, Agribusiness & Services",1781224,,Active,"Dec 23, 2020","Nov 30, 2020",EG,"October 11, 2022 02:11 AM"
"Nov 24, 2021",605921,MAS Pharma North Africa,https://disclosures.ifc.org/project-detail/AS/605921/mas-pharma-north-africa,"Egypt, Arab Republic of",EGT,Africa,"Manufacturing, Agribusiness & Services",1628861,,Active,"Jul 12, 2021","Aug 31, 2021",EG,"October 11, 2022 02:11 AM"
"Nov 23, 2021",606686, Agri Insurance Support for IPEC,https://disclosures.ifc.org/project-detail/AS/606686/-agri-insurance-support-for-ipec,Zimbabwe,ZIM,Africa,Financial Institutions Group,0,,Active,,"Mar 31, 2023",,"October 11, 2022 02:11 AM"
"Nov 23, 2021",604312,Womens Employment in Morocco,https://disclosures.ifc.org/project-detail/AS/604312/womens-employment-in-morocco,Morocco,MYC,Africa,"Environment, Social and Governance",335784,,Active,"Jul 22, 2020","Jul 01, 2020",MA,"October 11, 2022 02:11 AM"
"Nov 22, 2021",605287,Uzbekistan Solar 3,https://disclosures.ifc.org/project-detail/AS/605287/uzbekistan-solar-3,Uzbekistan,UZB,Global,Transaction Advisory,1840001,,Active,"Jul 22, 2020","Jul 08, 2020",UZ,"October 11, 2022 02:11 AM"
"Nov 19, 2021",606447,Madinah BTO Rebalancing,https://disclosures.ifc.org/project-detail/AS/606447/madinah-bto-rebalancing,Saudi Arabia,SAR,Middle East,Transaction Advisory,329810,,Active,,"Oct 20, 2021",SA,"October 11, 2022 02:11 AM"
"Nov 18, 2021",603941,Digital Finance Lab Middle East & Africa,https://disclosures.ifc.org/project-detail/AS/603941/digital-finance-lab-middle-east-&-africa,Africa Region,AFR,Africa,Financial Institutions Group,915000,,Active,,"Dec 31, 2021",3A,"October 11, 2022 02:11 AM"
"Nov 18, 2021",605138,Liberia Secured Transaction & Collateral Registry Project II,https://disclosures.ifc.org/project-detail/AS/605138/liberia-secured-transaction-&-collateral-registry-project-ii,Liberia,LIB,Africa,Financial Institutions Group,521909,,Active,"Dec 18, 2020","Jan 01, 2021",LR,"October 11, 2022 02:11 AM"
"Nov 17, 2021",605805,MAGC Africa Green Buildings,https://disclosures.ifc.org/project-detail/AS/605805/magc-africa-green-buildings,South Africa,SOU,Africa,Other,2688597,,Active,"Jan 13, 2021","Dec 31, 2020",ZA,"October 11, 2022 02:11 AM"
"Nov 17, 2021",604322,Access to Finance for SMEs in Algeria,https://disclosures.ifc.org/project-detail/AS/604322/access-to-finance-for-smes-in-algeria,Algeria,ALG,Africa,Financial Institutions Group,455993,,Active,"Jun 20, 2020","Jun 30, 2020",DZ,"October 11, 2022 02:11 AM"
"Nov 16, 2021",604988,Fiji Affordable Housing Development,https://disclosures.ifc.org/project-detail/AS/604988/fiji-affordable-housing-development,Fiji,FIJ,East Asia and the Pacific,Other,841615,,Active,"Oct 23, 2020","Nov 01, 2020",,"October 11, 2022 02:11 AM"
"Nov 11, 2021",605795,Caribbean Green Financing Frameworks,https://disclosures.ifc.org/project-detail/AS/605795/caribbean-green-financing-frameworks,Dominican Republic,DOM,Latin America and the Caribbean,Other,611799,,Active,"May 04, 2021","May 01, 2021",DO,"October 11, 2022 02:11 AM"
"Nov 03, 2021",605359,Covid-19 Health Sector Response Support to Madhya Pradesh,https://disclosures.ifc.org/project-detail/AS/605359/covid-19-health-sector-response-support-to-madhya-pradesh,India,IND,South Asia,Transaction Advisory,500000,,Completed,,"Jun 30, 2022",IN,"October 11, 2022 02:11 AM"
"Nov 01, 2021",603451,Project Name Pending,https://disclosures.ifc.org/project-detail/AS/603451/project-name-pending,Country Pending,,Africa,Other,985000,,Status Pending,"Feb 26, 2019","Mar 01, 2019",,"October 11, 2022 02:11 AM"
"Oct 31, 2021",605940,South Africa Credit Reporting & Financial Inclusion Project - Phase 1,https://disclosures.ifc.org/project-detail/AS/605940/south-africa-credit-reporting-&-financial-inclusion-project---phase-1,South Africa,SOU,Africa,Financial Institutions Group,400000,,Active,"Feb 24, 2021","Mar 01, 2021",ZA,"October 11, 2022 02:11 AM"
"Oct 26, 2021",605537,Uzbekistan Fertilizers,https://disclosures.ifc.org/project-detail/AS/605537/uzbekistan-fertilizers,Uzbekistan,UZB,Global,"Manufacturing, Agribusiness & Services",650000,,Active,,"Feb 01, 2022",UZ,"October 11, 2022 02:11 AM"
"Oct 25, 2021",604409,Orange Money Madagascar,https://disclosures.ifc.org/project-detail/AS/604409/orange-money-madagascar,Madagascar,MAG,Africa,Financial Institutions Group,1500000,,Active,"Mar 10, 2020","Jan 01, 2021",MG,"October 11, 2022 02:11 AM"
"Oct 22, 2021",605109,Uzbek Radiotherapy PPP,https://disclosures.ifc.org/project-detail/AS/605109/uzbek-radiotherapy-ppp,Uzbekistan,UZB,Global,Transaction Advisory,549268,,Active,"Sep 23, 2020","Dec 15, 2020",UZ,"October 11, 2022 02:11 AM"
"Oct 22, 2021",605108,Uzbek Hospital Consolidation PPP,https://disclosures.ifc.org/project-detail/AS/605108/uzbek-hospital-consolidation-ppp,Uzbekistan,UZB,Global,Transaction Advisory,615370,,Active,"Aug 26, 2020","Dec 15, 2020",UZ,"October 11, 2022 02:11 AM"
"Oct 21, 2021",604416,Talimarjan CCGT Uzbekistan,https://disclosures.ifc.org/project-detail/AS/604416/talimarjan-ccgt-uzbekistan,Uzbekistan,UZB,Central Asia and Turkiye,Transaction Advisory,962935,,Active,"Jun 08, 2020","May 14, 2020",UZ,"October 11, 2022 02:11 AM"
"Oct 21, 2021",606068,Sandandrano - Water Distribution ,https://disclosures.ifc.org/project-detail/AS/606068/sandandrano---water-distribution-,Madagascar,MAG,Africa,Infrastructure,350000,,Active,,"Dec 30, 2021",MG,"October 11, 2022 02:11 AM"
"Oct 14, 2021",604390,Jordan Women Economic Participation,https://disclosures.ifc.org/project-detail/AS/604390/jordan-women-economic-participation,Jordan,JOR,Middle East,"Environment, Social and Governance",50000,,Active,"Mar 16, 2020","Feb 29, 2020",JO,"October 11, 2022 02:11 AM"
"Oct 14, 2021",604388,Lebanon Women Economic Participation,https://disclosures.ifc.org/project-detail/AS/604388/lebanon-women-economic-participation,Lebanon,LEB,Middle East,"Environment, Social and Governance",172742,,Active,"Feb 17, 2020","Feb 14, 2020",LB,"October 11, 2022 02:11 AM"
"Oct 14, 2021",603697,Climate Assessment for Financial Institutions Tool - A World Bank Group Product,https://disclosures.ifc.org/project-detail/AS/603697/climate-assessment-for-financial-institutions-tool---a-world-bank-group-product,World Region,WLD,Global,Financial Institutions Group,1290947,,Active,,"Jun 30, 2023",99,"October 11, 2022 02:11 AM"
"Oct 13, 2021",604389,Iraq Women Economic Participation,https://disclosures.ifc.org/project-detail/AS/604389/iraq-women-economic-participation,Iraq,IRQ,Middle East,"Environment, Social and Governance",417200,,Active,"Apr 07, 2020","Feb 28, 2020",IQ,"October 11, 2022 02:11 AM"
"Oct 12, 2021",605439,The Alliance for Green Commercial Banks,https://disclosures.ifc.org/project-detail/AS/605439/the-alliance-for-green-commercial-banks,"Hong Kong SAR, China",HKG,East Asia and the Pacific,Financial Institutions Group,1450001,,Active,"Oct 29, 2020","Aug 01, 2020",,"October 11, 2022 02:11 AM"
"Oct 08, 2021",605442,Twiga Advisory,https://disclosures.ifc.org/project-detail/AS/605442/twiga-advisory,Kenya,KEN,Africa,"Manufacturing, Agribusiness & Services",1310809,,Hold,"Aug 05, 2021","Sep 30, 2021",KE,"October 11, 2022 02:11 AM"
"Oct 04, 2021",606562,TWM Client Engagement and Support in PNG,https://disclosures.ifc.org/project-detail/AS/606562/twm-client-engagement-and-support-in-png,Papua New Guinea,PAP,East Asia and the Pacific,Infrastructure,369349,,Active,,"Sep 01, 2021",PG,"October 11, 2022 02:11 AM"
"Oct 04, 2021",605461,TechEmerge Sustainable Cooling Innovations in Retail Cold Chain,https://disclosures.ifc.org/project-detail/AS/605461/techemerge-sustainable-cooling-innovations-in-retail-cold-chain,India,IND,South Asia,Other,900000,,Active,"Aug 21, 2020","Jun 10, 2020",IN,"October 11, 2022 02:11 AM"
"Sep 30, 2021",603644,SME Ventures - CAPRIA Fund,https://disclosures.ifc.org/project-detail/AS/603644/sme-ventures---capria-fund,World Region,WLD,Global,Other,820000,,Active,"Dec 11, 2019","Jul 15, 2019",99,"October 11, 2022 02:11 AM"
"Sep 30, 2021",603645,SME V - Zoscales and Cepheus,https://disclosures.ifc.org/project-detail/AS/603645/sme-v---zoscales-and-cepheus,Ethiopia,ETH,Africa,Other,0,,Active,"Sep 10, 2019","Jul 15, 2019",ET,"October 11, 2022 02:11 AM"
"Sep 30, 2021",603524,E4E Endeavor,https://disclosures.ifc.org/project-detail/AS/603524/e4e-endeavor,World Region,WLD,Global,Other,376838,,Active,"Sep 06, 2019","Jun 30, 2019",99,"October 11, 2022 02:11 AM"
"Sep 30, 2021",604249,SME V - Highland AS,https://disclosures.ifc.org/project-detail/AS/604249/sme-v---highland-as,Kyrgyz Republic,KGZ,Europe,Other,656600,,Active,"Aug 28, 2019","Jul 15, 2019",KG,"October 11, 2022 02:11 AM"
"Sep 27, 2021",605908,Project Name Pending,https://disclosures.ifc.org/project-detail/AS/605908/project-name-pending,Nigeria,NIR,Africa,Transaction Advisory,167115,,Completed,,"Dec 24, 2021",NG,"October 11, 2022 02:11 AM"
"Sep 20, 2021",606029,Kosovo Agri-Finance,https://disclosures.ifc.org/project-detail/AS/606029/kosovo-agri-finance,Kosovo,XKS,Europe,Financial Institutions Group,870000,,Active,"Feb 24, 2021","Feb 24, 2021",XK,"October 11, 2022 02:11 AM"
"Sep 20, 2021",604794,Ukraine Agriculture Capital Markets,https://disclosures.ifc.org/project-detail/AS/604794/ukraine-agriculture-capital-markets,Ukraine,UKR,Europe,Financial Institutions Group,2450000,,Active,"Dec 23, 2020","Feb 28, 2021",UA,"October 11, 2022 02:11 AM"
"Sep 15, 2021",606065,SME Ventures GP Institutionalization,https://disclosures.ifc.org/project-detail/AS/606065/sme-ventures-gp-institutionalization,Africa Region,AFR,Africa,Other,0,,Active,,,3A,"October 11, 2022 02:11 AM"
"Sep 15, 2021",604843,Ukraine Digital Financial Services Advisory,https://disclosures.ifc.org/project-detail/AS/604843/ukraine-digital-financial-services-advisory,Ukraine,UKR,Europe,Other,2252109,,Active,"Apr 13, 2021","Apr 13, 2021",UA,"October 11, 2022 02:11 AM"
"Sep 15, 2021",601954,Cambodia Debt Resolution,https://disclosures.ifc.org/project-detail/AS/601954/cambodia-debt-resolution,Cambodia,KAM,East Asia and the Pacific,Other,851704,,Active,"Jan 06, 2021","Jan 01, 2021",KH,"October 11, 2022 02:11 AM"
"Sep 03, 2021",603625,Colombia Cocoa,https://disclosures.ifc.org/project-detail/AS/603625/colombia-cocoa,Colombia,CLM,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",3130919,,Active,"Oct 16, 2020","Oct 19, 2020",CO,"October 11, 2022 02:11 AM"
"Sep 02, 2021",603263,Enabling Affordable and Green Housing in Pakistan,https://disclosures.ifc.org/project-detail/AS/603263/enabling-affordable-and-green-housing-in-pakistan,Pakistan,PAK,Middle East,Financial Institutions Group,1822287,,Active,"Jan 24, 2019","Jan 01, 2019",PK,"October 11, 2022 02:11 AM"
"Aug 31, 2021",603077,Ethiopia Wind,https://disclosures.ifc.org/project-detail/AS/603077/ethiopia-wind,Ethiopia,ETH,Africa,Transaction Advisory,3000000,,Active,"Feb 11, 2019","Nov 26, 2020",ET,"October 11, 2022 02:11 AM"
"Aug 31, 2021",606084,EAB Risk Management,https://disclosures.ifc.org/project-detail/AS/606084/eab-risk-management,Djibouti,DJI,Africa,Financial Institutions Group,260000,,Active,,"Jun 30, 2022",,"October 11, 2022 02:11 AM"
"Aug 30, 2021",604928,VACPA Date Supply Chain Development - Tunis,https://disclosures.ifc.org/project-detail/AS/604928/vacpa-date-supply-chain-development---tunis,Tunisia,TUN,Africa,"Manufacturing, Agribusiness & Services",923970,,Active,"Jul 13, 2020","Jul 01, 2020",TN,"October 11, 2022 02:11 AM"
"Aug 26, 2021",604972,Nigeria2Equal,https://disclosures.ifc.org/project-detail/AS/604972/nigeria2equal,Nigeria,NIR,Africa,"Environment, Social and Governance",844751,,Active,"Feb 25, 2021","Jan 01, 2021",NG,"October 11, 2022 02:11 AM"
"Aug 23, 2021",605734,BANCO LAFISE BOW MSME,https://disclosures.ifc.org/project-detail/AS/605734/banco-lafise-bow-msme,Honduras,HDS,Latin America and the Caribbean,Financial Institutions Group,566200,,Active,"Feb 08, 2021","Jan 01, 2021",HN,"October 11, 2022 02:11 AM"
"Aug 20, 2021",606291,Laos Forestry Burapha E&S,https://disclosures.ifc.org/project-detail/AS/606291/laos-forestry-burapha-e&s,Lao People's Democratic Republic,LAO,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",179091,,Active,,"Jun 21, 2021",LA,"October 11, 2022 02:11 AM"
"Aug 20, 2021",606101,SICREDI Women-owned MSME,https://disclosures.ifc.org/project-detail/AS/606101/sicredi-women-owned-msme,Brazil,BRA,Latin America and the Caribbean,Financial Institutions Group,90000,,Active,"Mar 12, 2021","Mar 01, 2021",BR,"October 11, 2022 02:11 AM"
"Aug 19, 2021",604463,Turkey Supply Chain Development project ,https://disclosures.ifc.org/project-detail/AS/604463/turkey-supply-chain-development-project-,Turkiye,,Global,Other,1045940,,Active,"Jan 14, 2021","Dec 15, 2020",,"October 11, 2022 02:11 AM"
"Aug 16, 2021",605755,Lao-PDR-Vientiane Integrated Logistics Park (VLP) CSP,https://disclosures.ifc.org/project-detail/AS/605755/lao-pdr-vientiane-integrated-logistics-park-(vlp)-csp,Lao People's Democratic Republic,LAO,East Asia and the Pacific,Infrastructure,350000,,Active,,"Nov 30, 2021",LA,"October 11, 2022 02:11 AM"
"Aug 12, 2021",603804,Levi Strauss & Co. Global PACT Scale Up,https://disclosures.ifc.org/project-detail/AS/603804/levi-strauss-&-co--global-pact-scale-up,World Region,WLD,Global,"Manufacturing, Agribusiness & Services",1366013,,Active,"May 11, 2019","May 13, 2019",99,"October 11, 2022 02:11 AM"
"Aug 12, 2021",603979,MAS Climate: Global Platform,https://disclosures.ifc.org/project-detail/AS/603979/mas-climate:-global-platform,World Region,WLD,Global,"Manufacturing, Agribusiness & Services",3800000,,Active,"May 30, 2019","Jun 01, 2019",99,"October 11, 2022 02:11 AM"
"Aug 10, 2021",606205,Anhui Biochem Pharmaceutical (Africa),https://disclosures.ifc.org/project-detail/AS/606205/anhui-biochem-pharmaceutical-(africa),Africa Region,AFR,Africa,"Manufacturing, Agribusiness & Services",150000,,Active,,"Mar 15, 2022",3A,"October 11, 2022 02:11 AM"
"Jul 31, 2021",604931,Enda Cash Payment Company,https://disclosures.ifc.org/project-detail/AS/604931/enda-cash-payment-company,Tunisia,TUN,Africa,Financial Institutions Group,600000,,Active,"Apr 09, 2021","Jul 01, 2021",TN,"October 11, 2022 02:11 AM"
"Jul 30, 2021",606076,Microsoft Supplier Sustainability Electricity Project,https://disclosures.ifc.org/project-detail/AS/606076/microsoft-supplier-sustainability-electricity-project,India,IND,South Asia,"Manufacturing, Agribusiness & Services",3040218,,Active,"Jun 26, 2021","Jul 01, 2021",IN,"October 11, 2022 02:11 AM"
"Jul 13, 2021",605814,Africa Medical Equipment Facility,https://disclosures.ifc.org/project-detail/AS/605814/africa-medical-equipment-facility,Kenya,KEN,Africa,"Manufacturing, Agribusiness & Services",970000,,Active,"Jun 23, 2021","Jun 15, 2021",KE,"October 11, 2022 02:11 AM"
"Jul 13, 2021",605194,Sevan-Hrazdan HPP Rehabilitation,https://disclosures.ifc.org/project-detail/AS/605194/sevan-hrazdan-hpp-rehabilitation,Armenia,ARM,Europe,Infrastructure,185000,,Active,,"Dec 31, 2021",AM,"October 11, 2022 02:11 AM"
"Jun 30, 2021",605223,Novatex Tire Manufacturing,https://disclosures.ifc.org/project-detail/AS/605223/novatex-tire-manufacturing,Pakistan,PAK,Middle East,"Manufacturing, Agribusiness & Services",250000,,Active,,"Mar 23, 2020",PK,"October 11, 2022 02:11 AM"
"Jun 27, 2021",603975,Project Name Pending,https://disclosures.ifc.org/project-detail/AS/603975/project-name-pending,Country Pending,,Middle East,Other,2881156,,Status Pending,"Aug 27, 2019","Aug 27, 2019",,"October 11, 2022 02:11 AM"
"Jun 22, 2021",606244,Leasing Advisory Services to BNI,https://disclosures.ifc.org/project-detail/AS/606244/leasing-advisory-services-to-bni,Cote D'Ivoire,IVC,Africa,Financial Institutions Group,247076,,Active,,"Jun 30, 2022",CI,"October 11, 2022 02:11 AM"
"Jun 22, 2021",604862,Africa Leasing,https://disclosures.ifc.org/project-detail/AS/604862/africa-leasing,Africa Region,AFR,Africa,Other,776250,,Active,"Apr 13, 2021","Apr 01, 2021",3A,"October 11, 2022 02:11 AM"
"Jun 13, 2021",604274,Timor-Leste Green and Climate Resilient Affordable Housing PPP,https://disclosures.ifc.org/project-detail/AS/604274/timor-leste-green-and-climate-resilient-affordable-housing-ppp,Timor-Leste,TMP,East Asia and the Pacific,Transaction Advisory,1072659,,Active,,"Jun 30, 2023",,"October 11, 2022 02:11 AM"
"Jun 11, 2021",603717,India: Development of Fintech Ecosystem,https://disclosures.ifc.org/project-detail/AS/603717/india:-development-of-fintech-ecosystem,India,IND,South Asia,Other,897996,,Active,"Jun 27, 2020","Jun 27, 2020",IN,"October 11, 2022 02:11 AM"
