UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
41834,86786,,11-04-2020,CAN AFRICA WORK ON LINE A new survey shows that 80 of the people who have been asked to work from home because of Covid 19 are not productive They are spending more time on social media entertainment and shopping than working Is Africa ready to work online,Extremely Positive
44543,89495,,13-04-2020,"Dairy farmers have had it rough the past couple of years with low milk prices contributing to decreasing milk checks. With restaurants and schools shut down due to the COVID-19 pandemic, its led to an even sharper drop in theÂ https://t.co/YrWDeE2gx5",Negative
28988,73940,,31-03-2020,food panic on the way in Pennsylvania,Negative
40554,85506,Mexico,10-04-2020,In panic buying has led to skyrocketing prices Some are struggling to buy food because they have lost their jobs as a result of the lockdown Now the governments are responding our African correspondents report,Extremely Negative
31230,76182,"Houston, Texas",03-04-2020,The New Mexico State Land Office is seeking to implement rules that would allow oil companies to temporarily shut in wells in the face of low prices caused by a global supply glut and low demand,Negative
42865,87817,,12-04-2020,Immune system overreacting. https://t.co/UfiiyuM4dv,Positive
4234,49186,"Sunnyvale, CA",16-03-2020,"Ok, chaos has ensued at the Indian grocery stores in the SF bay area. Folks buying enough stuff to sustain them for over 6 months. Black friday kind of queue outside the store. #COVID2019 #bayareacoronavirus https://t.co/gY4r3AcelI",Negative
30783,75735,,02-04-2020,"Fifteenth day of confinement due to #coronavirus and today I went out to the supermarket and the pharmacy and I wanted to share with everyone this beautiful day with this impressive sun, before returning home #COVID19 
And remember... #StayHomeSaveLives https://t.co/5zR61Vy1Fc",Extremely Positive
14114,59066,Kenya,20-03-2020,"Exercise self quarantine by not only working from home but doing the shopping from home too.

Visit our website to get your shopping covered plus free delivery to your home.

https://t.co/ymsEmlVTTd
#StaySafe #onlineshopping #socialdistancing #coronavirus #covid19 https://t.co/tk0Ab91RHO",Extremely Positive
6657,51609,"Melbourne, Victoria",18-03-2020,"If youÂre posting photos of empty supermarket shelves youÂre not helping this situation, you are contributing to the panic and anxiety. Please stop. #Covid_19",Extremely Negative
15785,60737,london,20-03-2020,Local cafe serves as Portuguese grocery store as well. Should they be open or closed? Can they still be open for takeaways? Numerous local food shops and takeaways can presumably remain open? If something is open for takeaways can you collect in person? #Covid_19,Positive
34969,79921,"Eugene, OR",06-04-2020,"@SethAbramson Honestly,  I have been in an a emotional quarantine since mid 2018,  which has not been all the different from this COVID-19 quarantine.   The only real difference is I go to the supermarket once a month vs once a week. 

The Trump era h",Positive
32874,77826,Hoboken,05-04-2020,Are we being serious here? #chickenwings #meatonthebone #tp #toiletpaper #covid19 #coronavirus https://t.co/UiAa6DgIPQ,Negative
17635,62587,"Long Beach, CA aka LBC",21-03-2020,#Breaking: Here's a List Of The SoCal #SuperMarkets &amp; Grocery Stores w/ Special Hours For Our Older More Vulnerable Seniors #Amid This #CoronaVirus Pandemic Crisis = Unfortunately I Don't See My Favorite Store @TJoes_Official On The List https://t.co/ZKYQ3AQDro,Negative
30550,75502,"Chicago, IL",02-04-2020,"Download the newest version of the LotLinx COVID-19 Market Analysis for updates on: 

- OEM factory closures and incentives
- State and federal interventions
- Changes in consumer behavior.Â 

Available for free: https://t.co/2pLBrIg7lt

#coronavirus #automotive https://t.co/BjLls3zqpj",Extremely Positive
14301,59253,"New York, USA",20-03-2020,If it ainÂt one thang itÂs another...#COVID19US #CoronavirusPandemic #CoronaVirusChallenge #coronavirus https://t.co/2z4RlgszBY,Neutral
41617,86569,,11-04-2020,@Xotics_Products i cant stop touching my hands. No homo. #sanitizer #natural #clean #disinfectant #disinfect #coronavirus #quarantinelife #quarantine #nosleepgang #zombielife #alcohol #orange #lemon #teatreesÂ https://t.co/tQqnL3LRK4,Negative
42800,87752,"California, USA",12-04-2020,SRNA Will Hold COVID-19 Falken Dealer Resource Forums - Modern Tire Dealer https://t.co/LxO1YW2DrY #Consumer-tires #COVID-19 #Falken #Sumitomo-Rubber-North-America-Inc #truck-tires # via @MTDMagazine,Neutral
30788,75740,"Newcastle, Staffordshire, UK",02-04-2020,Could COVID-19 accelerate the adoption of driverless cars? Or will consumer wariness still remain a barrier? https://t.co/mtxb8ZjtlC #fleetmanagement #covid_19,Negative
38292,83244,"Austin, TX",08-04-2020,"Social Distancing day 23
- went to the grocery store. Still no flour, TP, or sanitizing wipes.
- I figured I was going to be the only one wearing a mask, so I was pleasantly surprised when I wasn't.
- I made a new friend today.
 
#StayHomeSaveLives #COVID19 https://t.co/KsJWEbCPbH",Extremely Positive
9463,54415,"Charlotte, NC",19-03-2020,The US Attorney's Office has released an official statement on the coronavirus. To learn more about COVID-19 scams and find help with recognizing and avoiding fraud schemes please visit the Federal Trade Commission website (https://t.co/j7N7xKk7Wi ) https://t.co/fYbne4vlyH,Extremely Negative
30282,75234,Somewhere on Earth ,02-04-2020,"#Coronavirus: Brighton supermarket staff 'risking their lives' at work
#COVID?19 #CoronavirusUK
https://t.co/6seCIMx7A3",Negative
24362,69314,"Philadelphia, PA",25-03-2020,U.S. agriculture is working diligently to maintain the stability of our food supply as concerns over COVID-19 lead to increased consumer purchases of groceries and other items. #news #agriculture #usa #AFBF #AmericanFarmBureau #Coronavirus #Covid19 https://t.co/McKqvHDWVP https://t.co/1jLqzcpsX6,Positive
13721,58673,UK,20-03-2020,My heart goes to all the family's in the world who have lost a loved one to #coronavirus . I fill shelfs in a supermarket and my nan told me how in the war they pulled together but today its greed.,Extremely Negative
39754,84706,"Minneapolis, MN",09-04-2020,"My mom got me this hand sanitizer. Don't get me wrong, I'm thankful. But of all the different brands and places it could have come from... I hope it's not contaminated! ?
#coronavirus https://t.co/RMbaUWMDSG",Extremely Positive
39106,84058,,09-04-2020,"During this tough time of the COVID-19 pandemic, JS bank took the initiative to help consumers by introducing policies with simpler terms and conditions of payment so that every consumer would benefit from it. #JSBankFightsCorona",Extremely Positive
27936,72888,Cyprus,26-03-2020,"By Whitney Jakob, ÂDay 11 of corona quarantine...I found a new hobby - toilet people art.Â #toiletpaper #toiletpeopleart #quarantine #selfisolation #artistsoninstagram #installationart #coronavirus #covid_19 https://t.co/zVEce6RLsS",Neutral
16508,61460,KNUST ,21-03-2020,This is the time Ghanaians should be seeing much action from the Agric ministry on measures to provide more food at the National Food Buffer stock company because the signs are clear that the country will have to be locked down at some point 19,Positive
22917,67869,"San Diego, CA",24-03-2020,ERCOT summer power futures prices getting pummeled by the triple threat of increased supply an oil price war and demand destruction from Covid 19,Extremely Negative
19801,64753,"Allentown, PA",22-03-2020,"In this time of crisis, we demand:

?Suspension of all rent &amp; mortgage obligations
? Paid sick leave for all workers
 ?#COVID19 testing available for homeless and inmates
? Access to food for all
?????No cash bail
? No coordination w/ ICE
&amp; more

https://t.co/gkpDCLSVip",Extremely Negative
7493,52445,Rwanda,18-03-2020,More Rwandans opt for online shopping amidst 19 pandemic via,Neutral
9138,54090,"Seattle, WA",18-03-2020,Thank you to ALL the heroes out there. We are most grateful ?? #WeAreInThisTogether https://t.co/X3D8W8vFAX,Extremely Positive
25594,70546,"MedellÃ­n, Colombia",25-03-2020,"Where I live, the local government has now created a scheme for limiting movement

I may go outside Tuesdays and Fridays to the pharmacy, the supermarket and/or the bank

Not feeling good about these papers please schemes

The virus is inevitable

#libertarian #coronavirus",Positive
33057,78009,,05-04-2020,"This out for a walk getting a lot of media attention!!! In my opinion itÂs worse in a supermarket,people are passing to close picking up food Putting it back@down again and staff are very close without any protection #COVID19 ##StayHomeSaveLives #Supermarkets #SocialDistancing",Negative
32526,77478,????? ????,05-04-2020,Support in terms of Food shelter provided to stranded labourers and other improvished by District Administration Poonch and NGOs No need to panic everything is well taken care of,Positive
28879,73831,London,29-03-2020,"Wellness app @Urbanappuk has launched a one-to-one live streaming pop-up, as #wellness brands across the globe pivot their models to cater to the unprecedented change in consumer behaviour, caused by COVID-19!

Read more ? https://t.co/3hKHjqLuih

#COVID19 #coronavirus",Positive
36987,81939,COSLA,07-04-2020,The Vistalworks consumer protection tool has been updated to include a variety of so called miracle cures for Give it a go and make sure you Install tool here,Extremely Positive
43021,87973,"?? ??????, ????",12-04-2020,"@msisodia 
Sir only your govt has given benefit to middle class by not increasing water , elect bill n school fees. Once again request you to ask pvt schools not to demand extra charges in school fees like food , safety , transport in covid 19 situation",Extremely Positive
4016,48968,"South West, England",16-03-2020,"To 'The Stock Pilers'.. I hope you drop every fucking bog roll down the toilet, I hope all the food you bought goes off, I hope you eat that gone off food and get sick with something 10 times worse than #coronavirus . You selfish pricks. #coronapocolypse #COVID_19uk #shopping",Negative
39475,84427,Atlanta,09-04-2020,"#Farmers Dump Milk, Break Eggs as #Coronavirus Destroys Demand https://t.co/36MQFWVEnD via @WSJ",Extremely Negative
22027,66979,Merseyside,23-03-2020,"No certainty. No clarity. Shit show this. Just lock the fuck down. 

What happens when IÂm in the supermarket for essentials with 500 others who are there for the same?  

#coronavirus",Extremely Negative
44739,89691,,14-04-2020,@CNN People's food requirements haven't changed because of Covid-19; only their buying habits. If people would stop panic buying and hoarding there would be no empty shelves at the stores. People need to stop panicking and stop being selfish!,Extremely Negative
36291,81243,"Durham, NC",07-04-2020,"What are the social implications of seemingly healthy people being encouraged to wear PPE? At the grocery store today, I found myself suspicious of others who were not taking these precautions as possibly asymptomatic positive individuals. #SocialDistancing #COVID19",Extremely Positive
30693,75645,"Arkansas, USA",02-04-2020,This pandemic is already beyond control My nephew is an MD and told me to stock up with food and plan on staying home for at least a month His hospital is preparing separate facilities for 500 expected Covid 19 patients to not endanger regular hospital patients staff,Neutral
21599,66551,Malaysia,23-03-2020,"Im genuinely worried for the future of our millennials in Malaysia. Salary has not been increasing to match with the constant increase in prices of goods &amp; services. 

With Covid-19 and recession is imminent, 2020 will be very tiring and difficult, financially and emotionally.",Extremely Negative
