Text,Review-Activity,Season
"Oh my god, this is such a good album.: What do you get if you put a Norwegian guitar genius, an American gospel group and some African singers and musicians together on one CD? A mess, right? Not this time. This album explores the nexus between the blues, gospel and the African music that spawned both, all with a little of Norway thrown in. It works. For example, it's got the best version of ""Baby, Please Don't Go"" I've ever heard, merging Europe, America and Africa.The Five Blind Boys only show up on a couple of tracks, but they are good. Mostly it's Knut and the Africans. But the opening track has nothing to do with Africa: it's an improvisation based on a Norwegian folk song. It starts with aome amazing guitar work and then a mighty organ descends upon",REVIEW,NOT APPLICABLE
"Do not buy this!: I bought this scanner about a year ago and have been using with the family IMAC. The scans come out poorly. The software that came with the scanner conflicts with my zip drive. It is so ""unfriendly"" that no one in the family uses it.Save your money, buy a rock for a paperweight and treat yourself to dinner.",REVIEW,NOT APPLICABLE
GEORGE FOREMAN OMELET PLATES FOR GRILL: I bought these to go with my George Foreman grill. These are a great buy. They make a great omelet. These are a very inexpensive addition to your grill. I highly recommend them. They come as a set,REVIEW,NOT APPLICABLE
"Thinking and Destiny: Thinking and Destiny by H.W. Percival is one of the most remarkable books ever written. It deals with the age-old question, Quo Vadis? Where did we come from? Why are we here? Where are we going? He explains how our own thoughts become our destiny, as acts, objects, and events, in our individual lives. That each of us is responsible for these thoughts, and their affects on us and others. Percival shows us that what appears as ""chaos"" in our daily lives has a purpose and Order which can be seen if we will begin to focus our thinking, and begin Real Thinking, as outlined in his masterpiece. Percival himself acknowledges he is neither and preacher nor a teacher, but presents to us a cosmology based upon Intellingence. A Universe of Order",REVIEW,NOT APPLICABLE
Hiking  Biking  Camping,ACTIVITY,SUMMER
"Taking my son to the park, drinking cocoa, baking cookies",ACTIVITY,WINTER
"Apple picking, foliage viewing, fairs",ACTIVITY,FALL
Snowing  build a snow man snow angel,ACTIVITY,WINTER
"Great Book, Good Condition: This book is a fantastic read. I have always loved John Jakes, and this book was anything but a disappointment. The book also arrived in good condition, although it took just a little while longer to arrive than I thought it should have.",REVIEW,NOT APPLICABLE
"Motoro razor review: I purchased this item for my teenage daughter. Delivery was prompt, phone is in good shape..very good looking phone..and trust me that is ALL!!! It wouldnt take the sim card..and then all of a sudden it started working...camera wont work, cannot send text or receive them...battery is pathetic...it does not hold a charge..charge it overnight and get one minute of talk time...I am very dissappointed actually I had to buy another phone in its place..and the company would not replace it or reimburse my money (around $69.99 , w/o tax& shipping)",REVIEW,NOT APPLICABLE
"Taking walks, picking apples, drinking cider.",ACTIVITY,FALL
"Spending time with my kids, crafts and movies",ACTIVITY,WINTER
"Skiing, sledding, drinking hot cocoa",ACTIVITY,WINTER
"RUNNING, GOING TO THE BEACH, BBQ",ACTIVITY,SUMMER
"so silly!: so many classics are on here...honestly, we haven't seen the elmo story cd yet - but the SING YOURSELF SILLY is very entertaining...and brings back many memories...it's nice to share this with our child.",REVIEW,NOT APPLICABLE
"Interesting: I needed this book for class. It is very informative and answers many questions about the field of Play Therapy. It is by a well-known author, so you can consider any of his books a good choice to purchase.",REVIEW,NOT APPLICABLE
"Great!: I bought this in 34DD, and i dont have to wear any extra bras or restrainers or anything, and I can run, do crossfit, and it works great. Like with any sports bra however, you can't wear it all day, and you have to replace it every year or so otherwise it stretches out. Try buying a size so that you have to hook the largest setting, that way as the bra wears you can tighten it and it lasts a little longer. Love it! I now have three I switch between!",REVIEW,NOT APPLICABLE
"Interesting: Comparing this to most of the manga I've read, I'd say it's better than decent. The drawing technique is intriguing. The characters are all completely goofy, though, saving the villains and the princess of the magical land Cephiro. This book had me laughing out loud at parts, which is very difficult, and the action scenes were good, if short. The characters were completely opposite in personality from what one recieves in the first impression. The only part that was slightly irritated me was the character attitudes. The characters were constantly comparing this adventure to a video game, and I despise when books or shows insult themselves or compare themselves to another aspect of entertainment. Overall, this book is worth buying. I recommend",REVIEW,NOT APPLICABLE
Go apple picking.  Go leaf-peeping.  Get lost in a corn maze.,ACTIVITY,FALL
DON'T BUY THIS....: I bought this DVD in the hopes that there would be some nudity. The NOT RATED sign on the cover fooled me into thinking it would be somewhat explicit. If you want an explicit reggaeton DVD buy Gatas Sandungueras for some naked babes. The videos were ok music wise but some videos did not feature very many girls. If you like watered down reggaeton videos with no nudity then this might be for you.,REVIEW,NOT APPLICABLE
"They're baccckkkk!: We bought one of these a year or two ago when they were available and it's been doing almost constant duty on our stove ever since. Fry pan, wok, stew pot, dutch oven this one can do it all. Like other Calphalon Hard Anodized you'll find that things work better with lower heat than other pans require and, while not non-stick, clean up isn't that difficult.The only problem we had with this pan was that when we decided they were must have items for our kids and that we could use a second one they were gone. Poof. No longer available. They weren't kidding. Now after a year of looking all over for some Amazon[.com] has them back in stock again. We bought three... I hope that's enough. But I'm not sure....By the way this only gets four stars",REVIEW,NOT APPLICABLE
"More thoughts: I will never understand people who call this a concept album. When I hear Dark Side of the Moon I hear just a bunch of songs that don't really go together at all mixed together with some strange instrumentals and weird sound effects. But when I hear The Wall I hear a concept album in every true sense of the word. Each and every song flows to the next to tell a story of someone being born, going through childhood, rising to fame, and ultimately going insane. You can tell from The Wall that it is telling a story and is definitely qualified to be called a concept album. But ultimately Dark Side of the Moon has no story to tell so is therefore not a concept album. It's just a bunch of songs that were put on an album that don't tell any kind of s",REVIEW,NOT APPLICABLE
Skiing  snowboarding  tubing,ACTIVITY,WINTER
go swimming. going to the beach. bbqing,ACTIVITY,SUMMER
Camping fishing drinking,ACTIVITY,SUMMER
"Not very good at all: A very boring book, cousin's death not needed at all ,and read only to do book report on. Better than some ,but worse than most",REVIEW,NOT APPLICABLE
"Well-paced, interesting Mars novel: This is near-future, hard (no ""warp drive"", ESP, or even nanotech) SF. Benford doesn't really milk the tension of the race to return from Mars, which is probably a good thing. Instead he mixes that drama with character development, the story of exploring Mars, and trying to survive on Mars. All in all, it's a fairly well-paced book. It never really elevates itself to a gripping, ""just one more chapter before I go to bed"" level. But it never really drags either, so I never really found myself bored and wanting to put it down.",REVIEW,NOT APPLICABLE
swimming  hiking  going to fairs,ACTIVITY,SUMMER
"disappointed: The photo reproduction quality was very poor in my copy. Images were blurred and muddy and dark, details of uniforms and vehicles completely obscured. Some of the same pictures were in the McGuirl/Spezzano GD photohistory, and when you compare the two there is just no contest, the other one is clearly superior. In addition the photo selection was really not that interesting compared to the Spezzano book. The list with photos of Knight's Cross recipients is valuable, but felt more like filler to me in an already slender volume. I don't like returning books if I can help it, but this one went right back.",REVIEW,NOT APPLICABLE
How to Grow Non-native WEEDS: The title of the book is so great! Who wouldn't want to grow Wildly Successful Plants? However most of the plants listed in the book are non-native and the author does caution against planting the ones that are invasive. Sometimes a plant that is so successful that it grows everywhere and takes over is really a weed. This is a fine book as long as one takes precautions against letting the invasive plants take over.,REVIEW,NOT APPLICABLE
